id	data_provider_id	data_resource_id	resource_access_point_id	institution_code	collection_code	catalogue_number	scientific_name	author	rank	kingdom	phylum	class	order_rank	family	genus	species	subspecies	latitude	longitude	lat_long_precision	max_altitude	min_altitude	altitude_precision	min_depth	max_depth	depth_precision	continent_ocean	country	state_province	county	collector_name	locality	year	month	day	basis_of_record	identifier_name	identification_date	unit_qualifier	created	modified	deleted
3475	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989383	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3476	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989384	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3477	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989385	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3478	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989386	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3479	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989387	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3480	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989388	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3481	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989389	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3482	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989390	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3483	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989391	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3484	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989392	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3485	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989393	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3486	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989394	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3487	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989395	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3488	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989396	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3489	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989397	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3490	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989398	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3491	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989399	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3492	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989400	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3493	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989401	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3494	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989402	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3495	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989403	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3496	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989404	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3497	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989405	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3498	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989406	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3499	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989407	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3500	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989408	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3501	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989409	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:34	NULL
3502	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989410	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3503	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989411	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3504	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989412	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1990	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3505	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989413	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3506	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989414	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3507	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989415	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3508	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989416	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3509	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989417	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3510	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989418	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3511	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989419	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3512	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989420	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3513	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989421	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3514	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989422	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3515	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989423	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3516	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989424	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3517	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989425	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3518	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989426	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3519	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989427	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3520	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989428	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3521	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989429	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3522	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989430	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3523	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989431	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3524	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989432	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3525	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989433	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
3526	24	1081	47	BfN/Vegetweb	"VegetWeb: zentrale Datenbank der Arbeitsgemeinschaft Vegetationsdatenbanken; Teil der Zentralstelle für Phytodiversität, Deutschland (ZePhyD)"	99989434	Abies alba	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Abies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bay	NULL	NULL	NULL	NULL	1978	1	1	NULL	NULL	NULL	NULL	2007-03-09 15:56:05	2007-11-20 20:06:35	NULL
